SpeciesID,Class,Order,Family,Genus,Species,Scientific names,WMostLong,EMostLong
Fis-35696,Actinopteri,Perciformes,Sciaenidae,Odontoscion,xanthops,Odontoscion xanthops,NA,NA
Fis-23457,Actinopteri,Perciformes,Sciaenidae,Cynoscion,jamaicensis,Cynoscion jamaicensis,-84,-33
Fis-23187,Actinopteri,Perciformes,Sciaenidae,Menticirrhus,americanus,Menticirrhus americanus,NA,NA
Fis-23219,Actinopteri,Perciformes,Sciaenidae,Pogonias,cromis,Pogonias cromis,NA,NA
Fis-23100,Actinopteri,Perciformes,Sciaenidae,Cynoscion,striatus,Cynoscion striatus,-65,-33
Fis-29575,Actinopteri,Perciformes,Sciaenidae,Umbrina,canosai,Umbrina canosai,-62,-49
Fis-23183,Actinopteri,Perciformes,Sciaenidae,Macrodon,ancylodon,Macrodon ancylodon,NA,NA
Fis-23456,Actinopteri,Perciformes,Sciaenidae,Cynoscion,acoupa,Cynoscion acoupa,-78,-30
Fis-128156,Actinopteri,Perciformes,Sciaenidae,Cilus,gilberti,Cilus gilberti,-80,-70
Fis-23190,Actinopteri,Perciformes,Sciaenidae,Micropogonias,undulatus,Micropogonias undulatus,NA,NA
Fis-32581,Actinopteri,Perciformes,Sciaenidae,Argyrosomus,thorpei,Argyrosomus thorpei,25,35
Fis-26612,Actinopteri,Perciformes,Sciaenidae,Micropogonias,furnieri,Micropogonias furnieri,-84,-34
Fis-31012,Actinopteri,Perciformes,Sciaenidae,Umbrina,ronchus,Umbrina ronchus,-19,56
Fis-25193,Actinopteri,Perciformes,Sciaenidae,Protonibea,diacanthus,Protonibea diacanthus,51,148
Fis-23452,Actinopteri,Perciformes,Sciaenidae,Ctenosciaena,gracilicirrhus,Ctenosciaena gracilicirrhus,-77,-38
Fis-23188,Actinopteri,Perciformes,Sciaenidae,Menticirrhus,littoralis,Menticirrhus littoralis,NA,NA
Fis-23393,Actinopteri,Perciformes,Sciaenidae,Bairdiella,ronchus,Bairdiella ronchus,-89,-34
Fis-22295,Actinopteri,Perciformes,Sciaenidae,Umbrina,coroides,Umbrina coroides,-98,-34
Fis-23459,Actinopteri,Perciformes,Sciaenidae,Cynoscion,microlepidotus,Cynoscion microlepidotus,-78,-34
Fis-23210,Actinopteri,Perciformes,Sciaenidae,Paralonchurus,peruanus,Paralonchurus peruanus,NA,NA
Fis-23032,Actinopteri,Perciformes,Sciaenidae,Atrobucca,nibe,Atrobucca nibe,NA,NA
Fis-31013,Actinopteri,Perciformes,Sciaenidae,Umbrina,canariensis,Umbrina canariensis,NA,NA
Fis-23016,Actinopteri,Perciformes,Sciaenidae,Argyrosomus,hololepidotus,Argyrosomus hololepidotus,43,51
Fis-23572,Actinopteri,Perciformes,Sciaenidae,Isopisthus,parvipinnis,Isopisthus parvipinnis,-83,-34
Fis-23458,Actinopteri,Perciformes,Sciaenidae,Cynoscion,leiarchus,Cynoscion leiarchus,-83,-34
Fis-22275,Actinopteri,Perciformes,Sciaenidae,Larimus,breviceps,Larimus breviceps,-90,-34
Fis-23462,Actinopteri,Perciformes,Sciaenidae,Cynoscion,virescens,Cynoscion virescens,-84,-34
Fis-26957,Actinopteri,Perciformes,Sciaenidae,Nibea,soldado,Nibea soldado,72,149
Fis-23228,Actinopteri,Perciformes,Sciaenidae,Pseudotolithus,senegalensis,Pseudotolithus senegalensis,NA,NA
Fis-24772,Actinopteri,Perciformes,Sciaenidae,Menticirrhus,undulatus,Menticirrhus undulatus,-122,-70
Fis-27712,Actinopteri,Perciformes,Sciaenidae,Miracorvina,angolensis,Miracorvina angolensis,NA,NA
Fis-25416,Actinopteri,Perciformes,Sciaenidae,Pentheroscion,mbizi,Pentheroscion mbizi,NA,NA
Fis-27713,Actinopteri,Perciformes,Sciaenidae,Pseudotolithus,epipercus,Pseudotolithus epipercus,NA,NA
Fis-25422,Actinopteri,Perciformes,Sciaenidae,Pseudotolithus,moorii,Pseudotolithus moorii,NA,NA
Fis-48305,Actinopteri,Perciformes,Sciaenidae,Pseudotolithus,senegallus,Pseudotolithus senegallus,NA,NA
Fis-31015,Actinopteri,Perciformes,Sciaenidae,Pseudotolithus,typus,Pseudotolithus typus,NA,NA
Fis-35723,Actinopteri,Perciformes,Sciaenidae,Stellifer,illecebrosus,Stellifer illecebrosus,-112,-75
Fis-28025,Actinopteri,Perciformes,Sciaenidae,Cynoscion,stolzmanni,Cynoscion stolzmanni,-115,-75
Fis-23189,Actinopteri,Perciformes,Sciaenidae,Menticirrhus,saxatilis,Menticirrhus saxatilis,NA,NA
Fis-23461,Actinopteri,Perciformes,Sciaenidae,Cynoscion,steindachneri,Cynoscion steindachneri,-46,-62
Fis-23097,Actinopteri,Perciformes,Sciaenidae,Cynoscion,analis,Cynoscion analis,-82,-78
Fis-23227,Actinopteri,Perciformes,Sciaenidae,Pseudotolithus,elongatus,Pseudotolithus elongatus,-17,14
Fis-23796,Actinopteri,Perciformes,Sciaenidae,Sciaenops,ocellatus,Sciaenops ocellatus,NA,NA
Fis-25192,Actinopteri,Perciformes,Sciaenidae,Otolithoides,biauritus,Otolithoides biauritus,61,120
Fis-29033,Actinopteri,Perciformes,Sciaenidae,Ophioscion,imiceps,Ophioscion imiceps,NA,NA
Fis-112813,Actinopteri,Perciformes,Sciaenidae,Cynoscion,similis,Cynoscion similis,NA,NA
Fis-35733,Actinopteri,Perciformes,Sciaenidae,Umbrina,xanti,Umbrina xanti,-107,-85
Fis-6322,Actinopteri,Perciformes,Sciaenidae,Corvula,sanctaeluciae,Corvula sanctaeluciae,-98,-51
Fis-29047,Actinopteri,Perciformes,Sciaenidae,Cynoscion,reticulatus,Cynoscion reticulatus,-115,-78
Fis-23460,Actinopteri,Perciformes,Sciaenidae,Cynoscion,nothus,Cynoscion nothus,-98,-60
Fis-30611,Actinopteri,Perciformes,Sciaenidae,Sciaena,umbra,Sciaena umbra,-19,42
Fis-23098,Actinopteri,Perciformes,Sciaenidae,Cynoscion,nebulosus,Cynoscion nebulosus,-83,-70
Fis-29037,Actinopteri,Perciformes,Sciaenidae,Micropogonias,ectenes,Micropogonias ectenes,NA,NA
Fis-29882,Actinopteri,Perciformes,Sciaenidae,Cynoscion,arenarius,Cynoscion arenarius,-98,-80
Fis-29428,Actinopteri,Perciformes,Sciaenidae,Leiostomus,xanthurus,Leiostomus xanthurus,NA,NA
Fis-24492,Actinopteri,Perciformes,Sciaenidae,Cheilotrema,saturnum,Cheilotrema saturnum,-121,-109
Fis-29883,Actinopteri,Perciformes,Sciaenidae,Cynoscion,parvipinnis,Cynoscion parvipinnis,-118,-108
Fis-24937,Actinopteri,Perciformes,Sciaenidae,Roncador,stearnsii,Roncador stearnsii,-121,-113
Fis-30750,Actinopteri,Perciformes,Sciaenidae,Umbrina,roncador,Umbrina roncador,-123,-105
Fis-30655,Actinopteri,Perciformes,Sciaenidae,Seriphus,politus,Seriphus politus,-133,-109
Fis-24451,Actinopteri,Perciformes,Sciaenidae,Atractoscion,nobilis,Atractoscion nobilis,NA,NA
Fis-23835,Actinopteri,Perciformes,Sciaenidae,Stellifer,lanceolatus,Stellifer lanceolatus,-98,-76
Fis-30188,Actinopteri,Perciformes,Sciaenidae,Larimus,fasciatus,Larimus fasciatus,-98,-70
Fis-23099,Actinopteri,Perciformes,Sciaenidae,Cynoscion,regalis,Cynoscion regalis,-82,-59
Fis-23879,Actinopteri,Perciformes,Sciaenidae,Umbrina,cirrosa,Umbrina cirrosa,-18,42
Fis-29063,Actinopteri,Perciformes,Sciaenidae,Stellifer,minor,Stellifer minor,NA,NA
Fis-34265,Actinopteri,Perciformes,Sciaenidae,Cynoscion,phoxocephalus,Cynoscion phoxocephalus,NA,NA
Fis-29061,Actinopteri,Perciformes,Sciaenidae,Stellifer,ericymba,Stellifer ericymba,NA,NA
Fis-35698,Actinopteri,Perciformes,Sciaenidae,Menticirrhus,paitensis,Menticirrhus paitensis,NA,NA
Fis-29060,Actinopteri,Perciformes,Sciaenidae,Stellifer,chrysoleuca,Stellifer chrysoleuca,NA,NA
Fis-29041,Actinopteri,Perciformes,Sciaenidae,Menticirrhus,elongatus,Menticirrhus elongatus,NA,NA
Fis-29032,Actinopteri,Perciformes,Sciaenidae,Ophioscion,scierus,Ophioscion scierus,NA,NA
Fis-29040,Actinopteri,Perciformes,Sciaenidae,Menticirrhus,nasus,Menticirrhus nasus,NA,NA
Fis-58405,Actinopteri,Beloniformes,Scomberesocidae,Scomberesox,saurus,Scomberesox saurus,-98,36
Fis-22864,Actinopteri,Beloniformes,Scomberesocidae,Cololabis,saira,Cololabis saira,117,-108
Fis-29507,Actinopteri,Scombriformes,Scombridae,Scomber,japonicus,Scomber japonicus,-180,180
Fis-22738,Actinopteri,Scombriformes,Scombridae,Auxis,rochei,Auxis rochei,-180,180
Fis-22739,Actinopteri,Scombriformes,Scombridae,Auxis,thazard,Auxis thazard,-180,180
Fis-29506,Actinopteri,Scombriformes,Scombridae,Scomber,australasicus,Scomber australasicus,32,-110
Fis-22815,Actinopteri,Scombriformes,Scombridae,Sarda,australis,Sarda australis,141,180
Fis-22754,Actinopteri,Scombriformes,Scombridae,Cybiosarda,elegans,Cybiosarda elegans,108,158
Fis-22820,Actinopteri,Scombriformes,Scombridae,Scomberomorus,commerson,Scomberomorus commerson,-7,180
Fis-22817,Actinopteri,Scombriformes,Scombridae,Sarda,orientalis,Sarda orientalis,24,-77
Fis-22818,Actinopteri,Scombriformes,Scombridae,Sarda,sarda,Sarda sarda,-98,42
Fis-29510,Actinopteri,Scombriformes,Scombridae,Scomberomorus,munroi,Scomberomorus munroi,110,157
Fis-22758,Actinopteri,Scombriformes,Scombridae,Euthynnus,affinis,Euthynnus affinis,32,-137
Fis-29511,Actinopteri,Scombriformes,Scombridae,Scomberomorus,plurilineatus,Scomberomorus plurilineatus,23,59
Fis-21631,Actinopteri,Scombriformes,Scombridae,Sarda,chiliensis,Sarda chiliensis,-149,-70
Fis-22813,Actinopteri,Scombriformes,Scombridae,Rastrelliger,kanagurta,Rastrelliger kanagurta,20,180
Fis-29512,Actinopteri,Scombriformes,Scombridae,Scomberomorus,queenslandicus,Scomberomorus queenslandicus,110,157
Fis-22838,Actinopteri,Scombriformes,Scombridae,Thunnus,tonggol,Thunnus tonggol,34,154
Fis-22828,Actinopteri,Scombriformes,Scombridae,Scomberomorus,semifasciatus,Scomberomorus semifasciatus,112,157
Fis-29513,Actinopteri,Scombriformes,Scombridae,Scomberomorus,sierra,Scomberomorus sierra,-121,-70
Fis-29499,Actinopteri,Scombriformes,Scombridae,Rastrelliger,faughni,Rastrelliger faughni,79,170
Fis-22830,Actinopteri,Scombriformes,Scombridae,Scomberomorus,tritor,Scomberomorus tritor,-24,14
Fis-22812,Actinopteri,Scombriformes,Scombridae,Rastrelliger,brachysoma,Rastrelliger brachysoma,93,180
Fis-22829,Actinopteri,Scombriformes,Scombridae,Scomberomorus,sinensis,Scomberomorus sinensis,102,140
Fis-22805,Actinopteri,Scombriformes,Scombridae,Orcynopsis,unicolor,Orcynopsis unicolor,-18,36
Fis-22824,Actinopteri,Scombriformes,Scombridae,Scomberomorus,lineolatus,Scomberomorus lineolatus,70,115
Fis-22822,Actinopteri,Scombriformes,Scombridae,Scomberomorus,guttatus,Scomberomorus guttatus,49,134
Fis-22823,Actinopteri,Scombriformes,Scombridae,Scomberomorus,koreanus,Scomberomorus koreanus,70,138
Fis-22826,Actinopteri,Scombriformes,Scombridae,Scomberomorus,niphonius,Scomberomorus niphonius,108,143
Fis-22825,Actinopteri,Scombriformes,Scombridae,Scomberomorus,maculatus,Scomberomorus maculatus,-97,-64
Fis-1099,Actinopteri,Scombriformes,Scombridae,Sarda,lineolata,Sarda lineolata,NA,NA
Fis-22821,Actinopteri,Scombriformes,Scombridae,Scomberomorus,concolor,Scomberomorus concolor,-115,-108
Fis-29508,Actinopteri,Scombriformes,Scombridae,Scomber,scombrus,Scomber scombrus,-77,42
Fis-22835,Actinopteri,Scombriformes,Scombridae,Thunnus,maccoyii,Thunnus maccoyii,-180,180
Fis-49220,Actinopteri,Scombriformes,Scombridae,Thunnus,thynnus,Thunnus thynnus,-99,42
Fis-29402,Actinopteri,Scombriformes,Scombridae,Gasterochisma,melampus,Gasterochisma melampus,-180,180
Fis-29265,Actinopteri,Scombriformes,Scombridae,Allothunnus,fallai,Allothunnus fallai,-180,180
Fis-123736,Actinopteri,Scombriformes,Scombridae,Thunnus,orientalis,Thunnus orientalis,112,-70
Fis-22836,Actinopteri,Scombriformes,Scombridae,Thunnus,obesus,Thunnus obesus,-180,180
Fis-22833,Actinopteri,Scombriformes,Scombridae,Thunnus,albacares,Thunnus albacares,-180,180
Fis-22777,Actinopteri,Scombriformes,Scombridae,Katsuwonus,pelamis,Katsuwonus pelamis,-180,180
Fis-22832,Actinopteri,Scombriformes,Scombridae,Thunnus,alalunga,Thunnus alalunga,-180,180
Fis-22735,Actinopteri,Scombriformes,Scombridae,Acanthocybium,solandri,Acanthocybium solandri,-180,180
Fis-22834,Actinopteri,Scombriformes,Scombridae,Thunnus,atlanticus,Thunnus atlanticus,-100,-26
Fis-29391,Actinopteri,Scombriformes,Scombridae,Euthynnus,lineatus,Euthynnus lineatus,-128,-77
Fis-30979,Actinopteri,Scombriformes,Scombrolabracidae,Scombrolabrax,heterolepis,Scombrolabrax heterolepis,-98,168
Fis-46992,Actinopteri,Perciformes,Scombropidae,Scombrops,oculatus,Scombrops oculatus,NA,NA
Fis-32109,Actinopteri,Aulopiformes,Scopelarchidae,Benthalbella,macropinna,Benthalbella macropinna,NA,NA
Fis-26353,Actinopteri,Aulopiformes,Scopelarchidae,Benthalbella,elongata,Benthalbella elongata,NA,NA
Fis-49936,Actinopteri,Aulopiformes,Scopelarchidae,Scopelarchus,michaelsarsi,Scopelarchus michaelsarsi,-85,-150
Fis-50059,Actinopteri,Aulopiformes,Scopelarchidae,Scopelarchoides,signifer,Scopelarchoides signifer,NA,NA
Fis-23929,Actinopteri,Aulopiformes,Scopelarchidae,Benthalbella,dentata,Benthalbella dentata,153,-110
Fis-115865,Actinopteri,Aulopiformes,Scopelarchidae,Scopelarchoides,nicholsi,Scopelarchoides nicholsi,NA,NA
Fis-24267,Actinopteri,Pleuronectiformes,Scophthalmidae,Phrynorhombus,norvegicus,Phrynorhombus norvegicus,-25,25
Fis-22725,Actinopteri,Pleuronectiformes,Scophthalmidae,Lepidorhombus,whiffiagonis,Lepidorhombus whiffiagonis,-27,37
Fis-150136,Actinopteri,Pleuronectiformes,Scophthalmidae,Zeugopterus,regius,Zeugopterus regius,-18,17
Fis-22724,Actinopteri,Pleuronectiformes,Scophthalmidae,Lepidorhombus,boscii,Lepidorhombus boscii,-15,36
Fis-23249,Actinopteri,Pleuronectiformes,Scophthalmidae,Scophthalmus,aquosus,Scophthalmus aquosus,NA,NA
Fis-23250,Actinopteri,Pleuronectiformes,Scophthalmidae,Scophthalmus,rhombus,Scophthalmus rhombus,-25,42
Fis-3161,Actinopteri,Pleuronectiformes,Scophthalmidae,Scophthalmus,maximus,Scophthalmus maximus,-23,42
Fis-23892,Actinopteri,Pleuronectiformes,Scophthalmidae,Zeugopterus,punctatus,Zeugopterus punctatus,-8,14
Fis-25420,Actinopteri,Scorpaeniformes,Scorpaenidae,Pontinus,kuhlii,Pontinus kuhlii,-32,16
Fis-114177,Actinopteri,Scorpaeniformes,Scorpaenidae,Phenacoscorpius,megalops,Phenacoscorpius megalops,107,-150
Fis-35764,Actinopteri,Scorpaeniformes,Scorpaenidae,Pontinus,furcirhinus,Pontinus furcirhinus,NA,NA
Fis-30627,Actinopteri,Scorpaeniformes,Scorpaenidae,Scorpaena,scrofa,Scorpaena scrofa,-26,36
Fis-30511,Actinopteri,Scorpaeniformes,Scorpaenidae,Pontinus,longispinis,Pontinus longispinis,NA,NA
Fis-30623,Actinopteri,Scorpaeniformes,Scorpaenidae,Scorpaena,isthmensis,Scorpaena isthmensis,NA,NA
Fis-51146,Actinopteri,Scorpaeniformes,Scorpaenidae,Pontinus,leda,Pontinus leda,11,17
Fis-134181,Actinopteri,Scorpaeniformes,Scorpaenidae,Scorpaenodes,englerti,Scorpaenodes englerti,-110,-76
Fis-32736,Actinopteri,Scorpaeniformes,Scorpaenidae,Dendrochirus,bellus,Dendrochirus bellus,119,170
Fis-31192,Actinopteri,Scorpaeniformes,Scorpaenidae,Scorpaena,elongata,Scorpaena elongata,-19,36
Fis-31190,Actinopteri,Scorpaeniformes,Scorpaenidae,Scorpaena,angolensis,Scorpaena angolensis,-26,14
Fis-112689,Actinopteri,Scorpaeniformes,Scorpaenidae,Scorpaena,agassizii,Scorpaena agassizii,NA,NA
Fis-30510,Actinopteri,Scorpaeniformes,Scorpaenidae,Pontinus,castor,Pontinus castor,-98,-60
Fis-30512,Actinopteri,Scorpaeniformes,Scorpaenidae,Pontinus,rathbuni,Pontinus rathbuni,NA,NA
Fis-30624,Actinopteri,Scorpaeniformes,Scorpaenidae,Scorpaena,notata,Scorpaena notata,-32,42
Fis-33807,Actinopteri,Scorpaeniformes,Scorpaenidae,Scorpaena,maderensis,Scorpaena maderensis,-32,36
Fis-51155,Actinopteri,Scorpaeniformes,Scorpaenidae,Scorpaena,loppei,Scorpaena loppei,-18,35
Fis-30354,Actinopteri,Scorpaeniformes,Scorpaenidae,Neomerinthe,hemingwayi,Neomerinthe hemingwayi,NA,NA
Fis-35770,Actinopteri,Scorpaeniformes,Scorpaenidae,Scorpaena,sonorae,Scorpaena sonorae,NA,NA
Fis-30626,Actinopteri,Scorpaeniformes,Scorpaenidae,Scorpaena,porcus,Scorpaena porcus,-32,42
Fis-30629,Actinopteri,Scorpaeniformes,Scorpaenidae,Scorpaena,guttata,Scorpaena guttata,-123,-112
Fis-32768,Actinopteri,Scorpaeniformes,Scorpaenidae,Scorpaena,histrio,Scorpaena histrio,NA,NA
Fis-35769,Actinopteri,Scorpaeniformes,Scorpaenidae,Scorpaena,russula,Scorpaena russula,NA,NA
Fis-10993,Actinopteri,Scorpaeniformes,Scorpaenidae,Scorpaena,mystes,Scorpaena mystes,NA,NA
Fis-24917,Actinopteri,Scorpaeniformes,Scorpaenidae,Pontinus,nematophthalmus,Pontinus nematophthalmus,NA,NA
Fis-23006,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Apristurus,platyrhynchus,Apristurus platyrhynchus,NA,NA
Fis-23253,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,garmani,Scyliorhinus garmani,NA,NA
Fis-159405,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Bythaelurus,canescens,Bythaelurus canescens,-81,-70
Fis-6652,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Figaro,boardmani,Figaro boardmani,NA,NA
Fis-23008,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Apristurus,saldanha,Apristurus saldanha,NA,NA
Fis-23005,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Apristurus,microps,Apristurus microps,NA,NA
Fis-23158,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Holohalaelurus,punctatus,Holohalaelurus punctatus,NA,NA
Fis-23159,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Holohalaelurus,regani,Holohalaelurus regani,NA,NA
Fis-154012,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Bythaelurus,lutarius,Bythaelurus lutarius,NA,NA
Fis-125906,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Galeus,gracilis,Galeus gracilis,NA,NA
Fis-29400,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Galeus,polli,Galeus polli,NA,NA
Fis-29282,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Apristurus,longicephalus,Apristurus longicephalus,NA,NA
Fis-23086,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Cephalurus,cephalus,Cephalurus cephalus,NA,NA
Fis-23000,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Apristurus,indicus,Apristurus indicus,NA,NA
Fis-154010,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Bythaelurus,hispidus,Bythaelurus hispidus,NA,NA
Fis-29285,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Apristurus,parvipinnis,Apristurus parvipinnis,NA,NA
Fis-29398,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Galeus,nipponensis,Galeus nipponensis,NA,NA
Fis-22999,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Apristurus,herklotsi,Apristurus herklotsi,NA,NA
Fis-29516,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,boa,Scyliorhinus boa,NA,NA
Fis-29518,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,hesperius,Scyliorhinus hesperius,NA,NA
Fis-29286,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Apristurus,riveri,Apristurus riveri,NA,NA
Fis-29503,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Schroederichthys,maculatus,Schroederichthys maculatus,NA,NA
Fis-23002,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Apristurus,laurussonii,Apristurus laurussonii,-98,11
Fis-23130,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Galeus,arae,Galeus arae,NA,NA
Fis-29279,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Apristurus,canutus,Apristurus canutus,NA,NA
Fis-29519,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,meadi,Scyliorhinus meadi,NA,NA
Fis-29520,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,torrei,Scyliorhinus torrei,NA,NA
Fis-23003,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Apristurus,macrorhynchus,Apristurus macrorhynchus,NA,NA
Fis-29281,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Apristurus,kampae,Apristurus kampae,NA,NA
Fis-29399,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Galeus,piperatus,Galeus piperatus,NA,NA
Fis-23007,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Apristurus,profundorum,Apristurus profundorum,NA,NA
Fis-23004,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Apristurus,manis,Apristurus manis,NA,NA
Fis-23133,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Galeus,murinus,Galeus murinus,-28,-5
Fis-23132,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Galeus,eastmani,Galeus eastmani,NA,NA
Fis-23246,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Schroederichthys,bivius,Schroederichthys bivius,NA,NA
Fis-23247,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Schroederichthys,chilensis,Schroederichthys chilensis,NA,NA
Fis-23082,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,laticeps,Cephaloscyllium laticeps,NA,NA
Fis-29515,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,besnardi,Scyliorhinus besnardi,NA,NA
Fis-23252,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,capensis,Scyliorhinus capensis,0,29
Fis-23085,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,ventriosum,Cephaloscyllium ventriosum,-126,-71
Fis-23220,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Poroderma,africanum,Poroderma africanum,NA,NA
Fis-23144,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Halaelurus,natalensis,Halaelurus natalensis,NA,NA
Fis-23146,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Haploblepharus,edwardsii,Haploblepharus edwardsii,NA,NA
Fis-23254,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,haeckelii,Scyliorhinus haeckelii,NA,NA
Fis-29409,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Halaelurus,lineatus,Halaelurus lineatus,NA,NA
Fis-23084,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,sufflans,Cephaloscyllium sufflans,NA,NA
Fis-29406,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Halaelurus,boesemani,Halaelurus boesemani,NA,NA
Fis-131407,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Atelomycterus,fasciatus,Atelomycterus fasciatus,NA,NA
Fis-22998,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Apristurus,brunneus,Apristurus brunneus,167,-71
Fis-29517,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,cervigoni,Scyliorhinus cervigoni,NA,NA
Fis-23251,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,canicula,Scyliorhinus canicula,-18,36
Fis-29397,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Galeus,melastomus,Galeus melastomus,-19,36
Fis-23255,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,retifer,Scyliorhinus retifer,-99,-64
Fis-23141,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Halaelurus,buergeri,Halaelurus buergeri,NA,NA
Fis-23213,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Parmaturus,xaniurus,Parmaturus xaniurus,NA,NA
Fis-23134,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Galeus,sauteri,Galeus sauteri,NA,NA
Fis-29083,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,sinensis,Sebastes sinensis,NA,NA
Fis-29522,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,mentella,Sebastes mentella,-67,35
Fis-149739,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,norvegicus,Sebastes norvegicus,-94,71
Fis-23264,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,entomelas,Sebastes entomelas,NA,NA
Fis-150237,Actinopteri,Scorpaeniformes,Sebastidae,Trachyscorpia,eschmeyeri,Trachyscorpia eschmeyeri,-48,-167
Fis-125186,Actinopteri,Scorpaeniformes,Sebastidae,Helicolenus,lengerichi,Helicolenus lengerichi,-90,-58
Fis-22764,Actinopteri,Scorpaeniformes,Sebastidae,Helicolenus,dactylopterus,Helicolenus dactylopterus,NA,NA
Fis-30888,Actinopteri,Scorpaeniformes,Sebastidae,Sebastolobus,alascanus,Sebastolobus alascanus,130,0
Fis-51189,Actinopteri,Scorpaeniformes,Sebastidae,Trachyscorpia,cristulata,Trachyscorpia cristulata echinata,-18,1
Fis-30889,Actinopteri,Scorpaeniformes,Sebastidae,Sebastolobus,altivelis,Sebastolobus altivelis,-179,-109
Fis-29091,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,cortezi,Sebastes cortezi,NA,NA
Fis-23262,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,alutus,Sebastes alutus,143,-110
Fis-24966,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,levis,Sebastes levis,-125,-114
Fis-24969,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,melanostomus,Sebastes melanostomus,-126,-114
Fis-24959,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,diploproa,Sebastes diploproa,-168,-109
Fis-24949,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,aurora,Sebastes aurora,-135,-114
Fis-24988,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,zacentrus,Sebastes zacentrus,179,-117
Fis-24976,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,proriger,Sebastes proriger,179,-117
Fis-24947,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,aleutianus,Sebastes aleutianus,130,-117
Fis-30632,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,borealis,Sebastes borealis,NA,NA
